# File = hlsp_m83_autocat_ages_public.data
#
# This cluster catalog was used in Chandar et al. 2010, ApJ, 719, 966.
#
# This file contains the ages, extinctions, and masses estimated for clusters in a single field
# of M83 imaged with the WFC3.  These values are the best currently available
# from this catalog (hence the use of "tentative ages"  in the paper), but
# may change in the future.
#
# The cluster catalog which includes photometry for all of these clusters
# can be found in the file = hlsp_wfc3ers_hst_wfc3_m83_cat_cluster_auto_v1.txt
# available from http://**** .
#
# DESCRIPTION OF METHOD:
#
# The age (in log yrs) and extinction (E(B-V)) is estimated for each cluster by finding the
# minimum chi square between the observed and predicted magnitudes
# for different combinations of age and extinction in the following filters: 
# F336W (~U) , F438W (~B) , F555W (~V), and F814W (~I), and F657N (~Halpha).
# These are given by the 'bestage' and 'bestebv' columns.
# The formal, 1sigma minimum and maximum extinction and age is also given,
# although these values are almost certainly underestimates of the true 
# uncertainties.  These also do not capture the fact that there are
# occassionally two different combinations of age/extinction that give
# nearly equally good fits for some clusters.
#
# The mass for each cluster is estimated from its extinction corrected V band luminosity
# combined with the predicted (age-dependent) mass-to-light ratio in the V 
# band.  Two masses are given in this file.  The first 'mass1' uses a V band luminosity
# for each cluster which has an aperture correction that depends on the measured
# concentration index of the cluster (see Chandar et al. 2010 for details), and
#  the second 'mass2' uses a V band magnitude for each cluster where a mean aperture
# correction of -0.9 magnitudes has been added to each cluster. The 'mass1'
# measurements are preferred.
#
# The results here use predictions from the 2xsolar metallicity, single stellar population
# models from Bruzual & Charlot (private communication).  
# Predictions from the solar metallicity models did not match
# the observations as well as the twice solar model.
# Please see Figures 6 & 7 in Chandar et al. 2010 for a comparison of the photometric
# measurements with Bruzual & Charlot predictions.
#
# The chi square minimization method used to derive the age,
# extinction, and mass for each cluster is also described in Chandar et al. (2010).
# The age-dating assumes a Galactic-type extinction law extinction law
# with R_v = Av/E(B-V) = 3.1.
# 
# Magnitudes in the narrow-band 'Halpha' filter were included directly in the
# SED fit.  The method assumes that this filter contains
# both continuum (from stars) and line (from gas) emission.
# Therefore, we do not perform any continuum subtraction in the 
# observations, and we add together predictions from both the
# stellar and nebular components.  For the latter, we assume
# case B recombination, plus a typical 'leakage' of ionizing photons
# to account for the use of fairly small apertures that miss 
# most of the line emission in clusters with ages between
# approximately 4-8 Myr (see Whitmore et al. 2011, ApJ, 729, 78
# for a discussion of Halpha morphology vs. cluster age). 
#
# We are continuously improving our age-dating techniques,
# so please contact Rupali Chandar prior to quoting any
# ages from this file.  In particular, we are 
# likely to have updated ages for both the central and
# northern ERS fields in late spring 2011.
#
# contact info: Rupali.Chandar@utoledo.edu 
# March 5, 2011
#
#       x          y          id     minebv   bestebv maxebv  minage  bestage maxage         mass1         mass2
     4386.63     3095.51    58980      0.00    0.08    0.12     7.96    8.06    8.31         7171.0         7956.9
      851.95     2248.90    43055      0.00    0.02    0.08     8.01    8.06    8.26         4767.7         6763.7
     2798.09     2572.10    48311      0.00    0.16    0.22     9.06    9.06    9.40        31788.2        50500.7
     3580.89     1957.22    37231      0.50    0.50    0.50     6.16    6.20    6.22         2676.9         2265.4
     1612.97      601.64     5440      0.34    0.40    0.46     6.26    6.28    6.46          914.8         1359.3
     3966.72     2636.28    49259      0.14    0.20    0.24     6.50    6.52    6.58          342.3          601.0
     1066.43     2638.80    49302      0.38    0.44    0.50     6.58    6.62    6.66         1041.2         1753.0
     3813.15     1343.77    24011      0.14    0.20    0.30     6.40    6.52    6.56          334.0          589.0
     3517.46     2145.05    41073      0.50    0.50    0.50     6.82    6.82    6.82         2584.7         4337.0
     3506.80     1919.94    36478      0.50    0.50    0.50     6.48    6.48    6.48         1098.5         1898.0
     1413.95     2949.50    55834      0.48    0.50    0.50     6.22    6.44    6.46         1371.7         2119.7
     2745.71     3910.18    81820      0.04    0.20    0.28     6.80    6.84    7.38         1003.1         1386.3
     1342.28     3135.89    59831      0.00    0.00    0.10     8.06    8.36    8.46         7277.5         8639.5
      778.54     2811.98    52833      0.38    0.48    0.50     6.68    6.72    6.76         1369.9         2389.7
     4409.60     1910.30    36281      0.24    0.30    0.36     6.52    6.54    6.58          540.2          893.4
     1431.90     2040.81    39008      0.00    0.00    0.24     8.46    8.96    9.01        22054.2        25506.6
     3449.63     2840.03    53523      0.50    0.50    0.50     6.48    6.48    6.48         1112.3         1839.5
     1930.93     1197.60    20588      0.00    0.02    0.14     8.91    9.06    9.06        27400.6        32111.2
     1149.10     3113.44    59347      0.12    0.20    0.50     6.66    7.86    8.11         5673.9         8246.0
     4114.77     2114.05    40474      0.22    0.28    0.40     6.28    6.48    6.48          502.0          847.9
     1261.23      842.39    11970      0.50    0.50    0.50     6.80    6.82    6.82         2414.2         3854.7
     1506.60     1467.94    27077      0.00    0.00    0.20     8.36    8.76    8.81        16166.3        16636.1
     2562.69     3004.30    56940      0.00    0.04    0.12     8.21    8.46    8.66         7039.3        11239.6
     4155.28     1762.02    33400      0.48    0.50    0.50     6.74    6.76    6.78         1551.7         2603.7
     2678.94     3071.85    58443      0.46    0.50    0.50     6.76    6.78    6.80         2662.0         2868.8
     3666.84     3235.96    61979      0.34    0.38    0.44     6.52    6.54    6.62          696.1         1062.5
     3054.43     3457.44    68203      0.36    0.44    0.50     6.58    6.64    6.70         1030.6         1735.1
     1408.82     3282.20    63177      0.44    0.50    0.50     6.82    6.84    6.84         2785.6         3390.5
     1693.65     1404.36    25475      0.00    0.00    0.04     8.01    8.06    8.06         3666.9         5699.9
      766.19     3461.55    68355      0.16    0.22    0.30     6.80    6.82    6.84          886.9         1318.0
     3146.97     3274.29    62969      0.38    0.48    0.50     6.60    6.66    6.72         1224.8         1935.8
     4431.55     3678.22    75024      0.00    0.08    0.14     7.86    8.01    8.26         4456.4         6374.6
     4007.49     2190.39    41977      0.48    0.50    0.50     6.20    6.24    6.44         1318.3         2153.9
     2400.98     1737.90    32941      0.00    0.12    0.22     7.96    8.21    8.56         6748.2         9573.5
     3516.88      447.18     2482      0.00    0.00    0.06     8.01    8.21    8.36         3907.6         6600.1
     2496.38     3548.41    71188      0.50    0.50    0.50     6.14    6.18    6.22         1290.4         2165.3
     2346.80     4337.93    92060      0.00    0.00    0.04     8.06    8.06    8.36         3967.4         5720.9
     2499.22     1456.30    26772      0.00    0.14    0.40     8.91    9.32    9.78        47220.2        63438.6
     1040.60      662.66     7176      0.00    0.06    0.12     7.70    7.91    8.11         3768.5         5062.9
     4508.95     4010.86    84420      0.00    0.06    0.18     8.06    8.41    8.61         7796.4        10159.2
     4349.36     3115.88    59409      0.32    0.38    0.44     6.56    6.60    6.66          899.0         1306.5
     1377.45     3397.95    66287      0.04    0.12    0.32     6.38    6.72    6.76          424.0          647.1
     1394.18     3430.87    67279      0.28    0.40    0.44     6.54    6.60    6.70         1000.6         1303.9
     1855.68     2412.99    45781      0.02    0.08    0.18     7.86    8.16    8.31         5169.7         7513.3
     3305.27      957.77    14822      0.12    0.18    0.24     6.88    6.88    6.90         1212.5         1227.9
     3859.11     2760.72    51575      0.30    0.36    0.40     6.52    6.54    6.58          545.4          908.7
      847.63     4052.24    85537      0.06    0.18    0.24     7.91    8.06    8.46        14041.8         9566.3
     4222.83     3069.39    58394      0.30    0.38    0.48     6.76    6.80    6.82         1265.5         1810.2
     1579.75     3561.09    71602      0.38    0.44    0.48     6.34    6.38    6.40          949.0         1223.5
     1491.13     3421.32    66974      0.46    0.50    0.50     6.76    6.78    6.80         1816.7         2533.3
     2991.55     4343.38    92174      0.04    0.12    0.20     7.81    8.01    8.26         4829.4         6734.3
      579.68     2978.62    56421      0.14    0.22    0.30     7.81    8.01    8.21         5911.4         9134.7
     2593.15     3414.87    66777      0.00    0.50    0.50     6.54    6.62    8.51         1337.4         1973.1
     4281.90     1304.82    23099      0.00    0.00    0.24     8.41    8.91    9.01        21859.1        20690.1
     3797.53      726.16     8921      0.40    0.50    0.50     6.58    6.64    6.70         2256.4         1871.9
     2810.15      487.22     3113      0.00    0.00    0.12     8.76    8.96    9.06        26986.0        22837.7
     3376.74      658.15     7035      0.00    0.40    0.46     6.58    6.60    8.06         1402.0         1350.3
     1349.14      573.59     4794      0.50    0.50    0.50     5.60    5.65    5.80         3085.6         3275.6
      759.12     2878.58    54372      0.00    0.02    0.50     6.58    8.06    8.21         3239.2         5197.4
     3794.72     2093.89    40081      0.36    0.46    0.50     5.00    5.55    5.70         1948.8         2787.6
      984.61     1821.48    34521      0.44    0.50    0.50     6.70    6.72    6.76         1344.6         2052.4
      790.52     2438.75    46185      0.40    0.50    0.50     6.84    6.84    6.86         2185.6         2877.8
      960.07     3042.51    57788      0.36    0.42    0.48     7.44    7.68    7.81         6693.3         9727.5
      760.53     2572.61    48321      0.48    0.50    0.50     6.74    6.76    6.78         1535.7         2539.8
     1207.42     1301.72    23027      0.44    0.50    0.50     6.70    6.74    6.76         1516.2         2186.4
      594.71      988.34    15595      0.00    0.00    0.26     8.16    8.81    8.91        10296.3        15078.4
     1314.88     3749.71    77233      0.00    0.00    0.10     8.31    8.51    8.66         9288.2         9406.0
      959.02     1040.11    16814      0.08    0.16    0.22     6.52    6.58    6.66          388.6          532.1
     3812.47     3411.39    66671      0.00    0.46    0.50     6.60    6.64    8.16          989.5         1529.1
     2410.14     3838.44    79777      0.44    0.50    0.50     7.63    7.96    8.21        12191.5        17149.2
     2321.78     3564.23    71694      0.02    0.12    0.16     9.06    9.06    9.11        22998.2        33163.2
      864.92      784.75    10466      0.00    0.00    0.06     8.01    8.06    8.31         3276.4         4798.0
     3400.46     1355.49    24284      0.40    0.50    0.50     6.74    6.76    6.80         2081.8         2210.0
      802.58     2138.26    40937      0.00    0.00    0.08     8.21    8.46    8.56         5776.1         8458.8
     1219.08     3213.74    61468      0.00    0.46    0.50     6.54    6.60    8.21          895.0         1391.2
     3990.32      424.79     2168      0.32    0.40    0.46     6.54    6.62    6.68         1042.0         1089.3
     2410.31     4466.47    94840      0.00    0.00    0.08     8.21    8.46    8.56         4920.8         7511.2
      834.38     1410.04    25621      0.26    0.34    0.42     6.58    6.62    6.68          850.0          943.2
     2372.20     2790.07    52288      0.00    0.04    0.14     8.36    8.51    8.71         6374.3         9603.8
     1513.80     4414.63    93778      0.00    0.06    0.16     7.91    8.16    8.46         4376.3         6102.5
     1516.08     1234.40    21493      0.14    0.24    0.32     6.58    6.68    6.74         1089.1          706.4
     2917.72     3988.07    83813      0.38    0.42    0.48     7.57    7.81    8.01         8851.6        10641.7
     4574.61     3653.32    74293      0.00    0.18    0.32     8.01    8.46    8.91         8521.3        12923.8
     1749.79     1942.80    36940      0.00    0.00    0.10     8.31    8.51    8.61         6508.9         8570.5
     3812.82     1790.13    33915      0.50    0.50    0.50     6.10    6.16    6.18         1431.2         1922.7
      284.40     1124.84    18903      0.02    0.14    0.20     7.86    8.06    8.36         5250.7         6620.7
     1013.87     4598.15    96950      0.00    0.00    0.06     8.31    8.46    8.56         8511.8         8198.1
      841.93      919.11    13861      0.26    0.32    0.38     6.50    6.52    6.58          519.9          585.1
      587.80     2852.25    53813      0.48    0.50    0.50     6.84    6.86    7.46         2435.2         3206.5
     3592.91     1719.07    32581      0.50    0.50    0.50     6.80    6.80    6.80         2513.3         3096.2
     1017.96     3072.67    58469      0.00    0.48    0.50     7.68    7.86    9.11        10497.8        14240.5
     3574.95     2207.96    42313      0.50    0.50    0.50     6.80    6.80    6.82         2062.1         3423.2
     3769.86     3259.09    62554      0.36    0.46    0.50     6.56    6.62    6.68         1400.7         1279.1
     1093.12     1823.73    34571      0.06    0.20    0.28     6.34    6.38    6.52          443.8          397.9
     4075.95      329.64      961      0.44    0.50    0.50     6.64    6.68    6.72         1825.3         1788.3
     1366.98      906.91    13566      0.00    0.00    0.14     8.36    8.56    8.71         6797.5         8571.1
     1135.34     3217.08    61541      0.00    0.04    0.50     7.81    9.06    9.11        17515.1        22334.5
     1629.63      721.07     8806      0.30    0.38    0.46     6.54    6.62    6.68          730.6          931.6
     2285.70     1410.94    25636      0.00    0.00    0.18     8.36    8.71    8.81         7351.8        10516.2
     1943.58      864.32    12505      0.00    0.00    0.34     8.36    9.06    9.06        25988.7        22863.2
     1371.96      791.58    10649      0.46    0.50    0.50     6.62    6.68    6.72         2302.1         1605.6
     1478.15     4122.15    87463      0.00    0.00    0.10     8.31    8.51    8.66         5287.1         7437.1
      621.39     3394.38    66194      0.22    0.28    0.36     6.56    6.60    6.66          517.9          695.8
      584.59     1113.84    18621      0.02    0.38    0.48     6.62    6.70    7.86         1564.6         1014.8
     1991.80     3639.55    73878      0.00    0.00    0.20     8.21    8.76    8.86        10436.6        11247.4
     1489.11     4353.59    92437      0.00    0.06    0.18     8.11    8.46    8.71         6156.4         7493.3
     1373.98     4480.44    95125      0.00    0.00    0.10     8.06    8.36    8.51         4442.2         5537.2
     4058.50     4262.07    90543      0.00    0.00    0.14     8.66    8.91    9.01        18219.3        14810.2
     3878.25      622.04     5934      0.00    0.00    0.12     6.36    6.50    6.56          263.9          171.2
     3303.67     3562.77    71646      0.00    0.14    0.22     6.36    6.40    6.58          305.1          268.4
     1592.38     4469.66    94908      0.00    0.04    0.26     8.21    8.76    8.96         9015.2        11992.0
     1103.80     2240.97    42915      0.44    0.50    0.50     6.52    6.62    6.68         1040.8         1282.2
      895.86     2313.89    44223      0.18    0.26    0.50     6.74    8.11    8.41         7196.3         7755.3
     3967.13      880.46    12924      0.00    0.04    0.10     9.01    9.06    9.06        20676.5        20257.1
     1355.67     2149.06    41152      0.00    0.00    0.16     8.41    8.71    8.81         8118.4         9760.2
     1272.08     4589.97    96859      0.00    0.00    0.42     8.01    9.01    9.06        16699.2        15249.2
     4078.05      560.80     4523      0.24    0.32    0.40     6.54    6.60    6.66          613.6          671.0
      908.21      626.85     6068      0.00    0.16    0.34     7.91    8.46    8.91         8947.9         8170.9
     3492.94      921.03    13909      0.42    0.50    0.50     6.52    6.62    6.70         1068.2         1218.8
     3113.00     2537.70    47770      0.42    0.48    0.50     6.48    6.50    6.50          771.3          781.1
     3863.11     2312.98    44208      0.50    0.50    0.50     6.10    6.16    6.18         2403.0         2114.0
     2699.32     2893.24    54681      0.44    0.50    0.50     6.52    6.72    6.74         1329.8         1496.5
     1310.31     4395.09    93356      0.00    0.00    0.08     8.01    8.36    8.46         4168.6         4691.2
     1591.50      891.63    13190      0.00    0.00    0.24     8.41    8.96    9.06        11665.5        14198.8
     3920.12     4296.93    91196      0.00    0.00    0.16     8.41    8.76    8.91        11921.7        10089.1
      988.74     2070.49    39621      0.42    0.50    0.50     6.54    6.68    6.72         1591.4         1188.1
     1187.25      931.10    14148      0.46    0.50    0.50     6.72    6.74    6.76         1661.2         1600.0
      812.04     3695.21    75570      0.06    0.14    0.28     6.36    6.52    6.60          325.9          222.0
      860.03     1949.93    37086      0.38    0.46    0.50     6.54    6.60    6.66          939.1          951.0
     4235.85     1550.62    29190      0.48    0.50    0.50     6.78    6.80    6.80         1985.8         1912.7
     1093.74     1194.66    20522      0.26    0.34    0.42     6.30    6.48    6.48          630.1          449.7
     2700.11     1399.34    25328      0.44    0.50    0.50     6.70    6.74    6.76         1849.2         1319.8
     3854.73     4231.60    89882      0.00    0.00    0.14     8.36    8.66    8.76         6507.9         7117.7
     4305.41     3823.45    79328      0.00    0.44    0.50     6.54    6.60    8.21          970.1          772.5
     1870.49     3700.00    75705      0.40    0.48    0.50     6.50    6.52    6.56         1012.2          689.6
     2877.09      510.89     3512      0.00    0.02    0.12     8.36    8.51    8.71         8052.7         5879.3
     4137.02      247.36      308      0.00    0.14    0.20     8.01    8.06    8.61         4844.1         7146.7
     1793.25     1253.94    21945      0.00    0.08    0.50     6.66    8.46    8.76         6377.3         5610.4
     2231.46     4043.93    85288      0.00    0.50    0.50     6.52    6.58    8.61         1139.5          813.3
     2369.20      674.60     7551      0.00    0.20    0.32     8.86    9.06    9.57        29608.5        20171.5
     1456.12      837.52    11841      0.48    0.50    0.50     6.78    6.80    6.82         2293.2         1487.4
     3639.01     1891.23    35890      0.18    0.20    0.24     6.58    6.74    6.76        26198.0        19558.0
     3696.57     1903.96    36150      0.02    0.04    0.06     6.74    6.74    6.76        16128.9        18653.7
     3796.19     1918.02    36436      0.02    0.04    0.06     6.28    6.30    6.30        11401.5         9648.8
     3801.22     1920.17    36483      0.00    0.00    0.00     6.68    6.70    6.72        21654.9        25044.8
     3801.15     1924.54    36573      0.00    0.00    0.00     6.72    6.74    6.74        30796.0        25033.7
     3795.29     1932.07    36729      0.16    0.18    0.20     6.34    6.34    6.34        19568.0        27967.9 
     3841.03     1962.73    37358      0.16    0.18    0.20     6.34    6.34    6.34        19568.0        27967.9
     3849.67     1968.27    37478      0.14    0.16    0.18     6.76    6.76    6.78        93261.7        77367.7
     3846.70     1973.97    37589      0.04    0.06    0.06     7.38    7.38    7.42       309000.9       309363.1
     3865.16     2008.80    38306      0.22    0.24    0.24     6.72    6.72    6.74        87032.1        70747.4
     3870.25     2009.65    38327   -999.00 -999.00 -999.00  -999.00 -999.00 -999.00         -999.0         -999.0
     3803.43     2072.27    39652      0.38    0.40    0.42     6.06    6.06    6.08        46837.4        45887.2
     3836.19     2081.73    39842      0.08    0.10    0.10     6.58    6.58    6.58        20839.7        35176.8
     3800.39     2082.87    39871      0.50    0.50    0.50     6.80    6.80    6.80       109317.1       191971.3
     3832.81     2097.56    40145      0.24    0.26    0.36     6.36    6.48    6.48        23927.0        23836.9
